@relation 'completeData-weka.filters.unsupervised.attribute.Remove-R1-2,4-9,12-14,16,18,20,22,24-68,70-71-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.NumericToNominal-Rlast-weka.filters.unsupervised.attribute.Remove-R3-7'

@attribute mway_dist numeric
@attribute police_dis numeric
@attribute n_freq_attack {0,1}

@data
765.838055,831.463581,0
3135.467042,294.579848,0
2269.276993,363.516976,0
1508.439731,575.481243,0
620.88987,561.928982,0
1840.768174,492.041536,0
2911.256917,78.340571,0
2866.51061,154.313723,0
1807.385035,643.684754,0
1581.808584,376.78564,0
1173.742253,710.121989,0
997.594571,226.09295,0
3892.821839,251.369559,0
1822.32415,1053.954189,0
1237.350525,1282.792086,0
2939.661625,365.224278,0
669.636752,575.632405,0
752.606886,681.439882,0
776.708369,1073.126316,0
1103.201634,292.333458,0
2289.777855,227.566364,0
2939.661625,365.224278,0
756.583912,616.034002,0
2173.640055,472.403839,0
2939.661625,365.224278,0
3235.680631,143.785302,0
1404.67328,474.808484,0
2143.705382,451.166222,0
1115.481879,294.318578,0
1843.722696,458.509749,0
1457.681724,702.317631,0
2939.661625,365.224278,0
1487.87188,703.551985,0
2939.661625,365.224278,0
2293.127247,981.189076,0
1984.109052,452.693708,0
2289.777855,227.566364,0
653.289507,571.441508,0
1173.742253,710.121989,0
388.96329,504.209978,0
1501.762499,1015.725211,0
1807.385035,643.684754,0
2215.476746,444.0858,0
1228.787581,398.495373,0
2939.661625,365.224278,0
2998.494704,48.595905,0
1173.742253,710.121989,0
2939.661625,365.224278,0
1581.808584,376.78564,0
2939.661625,365.224278,0
3238.73977,349.529453,0
2939.661625,365.224278,0
790.512603,756.230228,0
966.3645,299.433204,0
1502.815376,310.143189,0
1581.808584,376.78564,0
2366.212516,271.14279,0
2135.632287,286.948627,0
2215.476746,444.0858,0
1317.221081,918.542042,0
1458.474325,963.835285,0
653.289507,571.441508,0
2282.073231,377.568534,0
2939.661625,365.224278,0
2513.81678,376.574741,0
702.972169,896.84288,0
765.838055,831.463581,0
3178.640121,187.411928,0
1559.494828,637.185691,0
3136.698415,1053.923058,0
1372.343059,655.379013,0
1522.434791,478.510775,0
1449.831055,466.410815,0
790.512603,756.230228,0
1173.742253,710.121989,0
1786.064052,291.406853,0
1173.742253,710.121989,0
3235.680631,143.785302,0
2840.218861,664.483318,0
762.162778,364.776538,0
2817.880275,1532.453627,0
2143.705382,451.166222,0
3178.640121,187.411928,0
669.636752,575.632405,0
1728.899,669.893989,0
419.753686,549.273258,0
2939.661625,365.224278,0
1843.722696,458.509749,0
1457.681724,702.317631,0
1478.407495,493.977361,0
1254.899666,1155.337295,0
1173.742253,710.121989,0
1451.298659,471.645154,0
2939.661625,365.224278,0
2539.197552,1447.896835,0
